
%%% This file is automatically generated.
%%% Date: 2025-08-20 22:55:48
%%% Author: ad7760
%%% Generated by: /scratch/ad7760/no-matlab-no-worry/src/generate_scripts.py
[Name]
seir

[Notes]


[Components]
time,OUTPUT1, OUTPUT2

[Componentnotes]

[Values]
-1.0,0.85,0.839
-0.998,0.849241711696052,0.839
-0.996,0.8484841701982261,0.839
-0.994,0.8477273746285267,0.839
-0.992,0.8469713241102593,0.839
-0.99,0.8462160177680287,0.839
-0.988,0.8454614547277359,0.839
-0.986,0.844707634116577,0.839
-0.984,0.8439545550630357,0.839
-0.982,0.8432022166968889,0.839
-0.98,0.8424506181492133,0.839
-0.978,0.841699758552329,0.839
-0.976,0.8409496370398883,0.839
-0.974,0.8402002527467946,0.839
-0.972,0.8394516048092352,0.839
-0.97,0.8387036923646729,0.839
-0.968,0.8379565145518432,0.839
-0.966,0.8372100705107518,0.839
-0.964,0.8364643593826732,0.839
-0.962,0.8357193803101481,0.839
-0.96,0.8349751324369773,0.839
-0.958,0.8342316149082257,0.839
-0.956,0.8334888268702253,0.839
-0.954,0.8327467674705354,0.839
-0.952,0.8320054358580172,0.839
-0.95,0.8312648311827401,0.839
-0.948,0.8305249525960443,0.839
-0.946,0.8297857992505134,0.839
-0.944,0.829047370299976,0.839
-0.942,0.8283096648995036,0.839
-0.94,0.8275726822054085,0.839
-0.938,0.8268364213752406,0.839
-0.936,0.8261008815677866,0.839
-0.934,0.8253660619430667,0.839
-0.932,0.8246319616623343,0.839
-0.93,0.8238985798880686,0.839
-0.928,0.8231659157839795,0.839
-0.926,0.8224339685149927,0.839
-0.924,0.821702737247281,0.839
-0.922,0.8209722211481845,0.839
-0.92,0.8202424193863355,0.839
-0.918,0.8195133311315295,0.839
-0.916,0.8187849555547899,0.839
-0.914,0.8180572918283519,0.839
-0.912,0.8173303391256598,0.839
-0.91,0.8166040966213649,0.839
-0.908,0.8158785634913237,0.839
-0.906,0.8151537389125949,0.839
-0.904,0.8144296220634383,0.839
-0.902,0.813706212123312,0.839
-0.9,0.8129835082728694,0.839
-0.898,0.8122615096939589,0.839
-0.896,0.8115402155696227,0.839
-0.894,0.8108196250840844,0.839
-0.892,0.8100997374227751,0.839
-0.89,0.8093805517722704,0.839
-0.888,0.8086620673203649,0.839
-0.886,0.8079442832560435,0.839
-0.884,0.80722719876944,0.839
-0.882,0.8065108130518768,0.839
-0.88,0.8057951252958508,0.839
-0.878,0.8050801346950316,0.839
-0.876,0.8043658404442589,0.839
-0.874,0.803652241739541,0.839
-0.872,0.8029393377780522,0.839
-0.87,0.8022271277581312,0.839
-0.868,0.8015156108792779,0.839
-0.866,0.8008047863421531,0.839
-0.864,0.8000946533485755,0.839
-0.862,0.7993852111015188,0.839
-0.86,0.7986764588051084,0.839
-0.858,0.7979683956646252,0.839
-0.856,0.7972610208864995,0.839
-0.854,0.796554333678304,0.839
-0.852,0.795848333248764,0.839
-0.85,0.7951430188077373,0.839
-0.848,0.7944383895662156,0.839
-0.846,0.7937344447363757,0.839
-0.844,0.7930311835314844,0.839
-0.842,0.7923286051659588,0.839
-0.84,0.7916267088553489,0.839
-0.838,0.7909254938163356,0.839
-0.836,0.7902249592667288,0.839
-0.834,0.7895251044254652,0.839
-0.832,0.7888259285126069,0.839
-0.83,0.788127430749338,0.839
-0.828,0.7874296103579647,0.839
-0.826,0.7867324665619105,0.839
-0.824,0.7860359985857172,0.839
-0.822,0.7853402056550416,0.839
-0.82,0.7846450869966511,0.839
-0.818,0.7839506418384268,0.839
-0.816,0.7832568694093565,0.839
-0.814,0.7825637689395382,0.839
-0.812,0.7818713396601686,0.839
-0.81,0.7811795808035541,0.839
-0.808,0.7804884916030994,0.839
-0.806,0.7797980712933003,0.839
-0.804,0.779108319109775,0.839
-0.802,0.7784192342892051,0.839
-0.8,0.7777308160693573,0.839
-0.798,0.777043063689153,0.839
-0.796,0.7763559763885456,0.839
-0.794,0.77566955340859,0.839
-0.792,0.774983793991428,0.839
-0.79,0.7742986973802849,0.839
-0.788,0.7736142628194672,0.839
-0.786,0.7729304895543612,0.839
-0.784,0.7722473768314305,0.839
-0.782,0.7715649238982151,0.839
-0.78,0.7708831300033279,0.839
-0.778,0.7702019943964545,0.839
-0.776,0.7695215163283503,0.839
-0.774,0.7688416950508385,0.839
-0.772,0.768162529816808,0.839
-0.77,0.7674840198802144,0.839
-0.768,0.7668061644960706,0.839
-0.766,0.7661289629204592,0.839
-0.764,0.7654524144105095,0.839
-0.762,0.7647765182244168,0.839
-0.76,0.7641012736214334,0.839
-0.758,0.7634266798618419,0.839
-0.756,0.7627527362070118,0.839
-0.754,0.7620794419193372,0.839
-0.752,0.7614067962622787,0.839
-0.75,0.7607347985002921,0.839
-0.748,0.7600634478989531,0.839
-0.746,0.7593927437248256,0.839
-0.744,0.7587226852455331,0.839
-0.742,0.7580532717297314,0.839
-0.74,0.7573845024471141,0.839
-0.738,0.7567163766684096,0.839
-0.736,0.7560488936653792,0.839
-0.734,0.7553820527108148,0.839
-0.732,0.7547158530785376,0.839
-0.73,0.754050294043396,0.839
-0.728,0.7533853748812636,0.839
-0.726,0.7527210948690379,0.839
-0.724,0.7520574532846382,0.839
-0.722,0.7513944494070041,0.839
-0.72,0.7507320825160926,0.839
-0.718,0.7500703518928781,0.839
-0.716,0.7494092568193493,0.839
-0.714,0.7487487965785079,0.839
-0.712,0.748088970454366,0.839
-0.71,0.7474297777319467,0.839
-0.708,0.7467712176972777,0.839
-0.706,0.7461132896373954,0.839
-0.704,0.7454559928403393,0.839
-0.702,0.7447993265951519,0.839
-0.7,0.7441432901918709,0.839
-0.698,0.7434878829215407,0.839
-0.696,0.7428331040761947,0.839
-0.694,0.742178952948881,0.839
-0.692,0.7415254288335941,0.839
-0.69,0.7408725310253966,0.839
-0.688,0.7402202588202664,0.839
-0.686,0.7395686115151952,0.839
-0.684,0.7389175884081702,0.839
-0.682,0.7382671887981727,0.839
-0.68,0.7376174119851531,0.839
-0.678,0.7369682572700342,0.839
-0.676,0.7363197239547308,0.839
-0.674,0.7356718113421328,0.839
-0.672,0.7350245187361061,0.839
-0.67,0.7343778454414915,0.839
-0.668,0.7337317907641024,0.839
-0.666,0.7330863540107235,0.839
-0.664,0.7324415344891085,0.839
-0.662,0.7317973315079797,0.839
-0.66,0.7311537443770243,0.839
-0.658,0.730510772406895,0.839
-0.656,0.7298684149092065,0.839
-0.654,0.7292266711965348,0.839
-0.652,0.7285855405824151,0.839
-0.65,0.7279450223813404,0.839
-0.648,0.7273051159087597,0.839
-0.646,0.7266658204810761,0.839
-0.644,0.7260271354156465,0.839
-0.642,0.7253890600307761,0.839
-0.64,0.7247515936457235,0.839
-0.638,0.7241147355806906,0.839
-0.636,0.7234784851568302,0.839
-0.634,0.7228428416962349,0.839
-0.632,0.7222078045219428,0.839
-0.63,0.7215733729579313,0.839
-0.628,0.7209395463291223,0.839
-0.626,0.7203063239613688,0.839
-0.624,0.7196737051814651,0.839
-0.622,0.7190416893171364,0.839
-0.62,0.7184102756970413,0.839
-0.618,0.7177794636507727,0.839
-0.616,0.7171492525088595,0.839
-0.614,0.7165196416027306,0.839
-0.612,0.7158906302647843,0.839
-0.61,0.7152622178283031,0.839
-0.608,0.7146344036275533,0.839
-0.606,0.7140071869976401,0.839
-0.604,0.713380567274614,0.839
-0.602,0.7127545437955072,0.839
-0.6,0.7121291158981808,0.839
-0.598,0.7115042829214985,0.839
-0.596,0.7108800442051538,0.839
-0.594,0.7102563990897537,0.839
-0.592,0.7096333469169427,0.839
-0.59,0.7090108870291425,0.839
-0.588,0.7083890187697245,0.839
-0.586,0.7077677414829657,0.839
-0.584,0.7071470545140481,0.839
-0.582,0.7065269572090564,0.839
-0.58,0.7059074489149765,0.839
-0.578,0.7052885289796941,0.839
-0.576,0.7046701967519935,0.839
-0.574,0.7040524515815554,0.839
-0.572,0.7034352928189558,0.839
-0.57,0.7028187198156642,0.839
-0.568,0.7022027319240426,0.839
-0.566,0.701587328497343,0.839
-0.564,0.7009725088897067,0.839
-0.562,0.700358272456163,0.839
-0.56,0.699744618552626,0.839
-0.558,0.6991315465358957,0.839
-0.556,0.6985190557636541,0.839
-0.554,0.6979071455944652,0.839
-0.552,0.6972958153877713,0.839
-0.55,0.6966850645038966,0.839
-0.548,0.6960748923040387,0.839
-0.546,0.6954652981502728,0.839
-0.544,0.6948562814055463,0.839
-0.542,0.6942478414336813,0.839
-0.54,0.6936399775993688,0.839
-0.538,0.6930326892681711,0.839
-0.536,0.6924259758065149,0.839
-0.534,0.6918198365816967,0.839
-0.532,0.6912142709618779,0.839
-0.53,0.6906092783160853,0.839
-0.528,0.6900048580142053,0.839
-0.526,0.6894010094269793,0.839
-0.524,0.6887977319260075,0.839
-0.522,0.6881950248837714,0.839
-0.52,0.6875928876735858,0.839
-0.518,0.6869913196696155,0.839
-0.516,0.6863903202468953,0.839
-0.514,0.685789888781303,0.839
-0.512,0.6851900246495564,0.839
-0.51,0.6845907272292594,0.839
-0.508,0.6839919958988451,0.839
-0.506,0.6833938300375586,0.839
-0.504,0.682796229025518,0.839
-0.502,0.6821991922436765,0.839
-0.5,0.6816027190738926,0.839
-0.498,0.6810068088987068,0.839
-0.496,0.6804114611016975,0.839
-0.494,0.6798166750671478,0.839
-0.492,0.6792224501802125,0.839
-0.49,0.6786287858268814,0.839
-0.488,0.6780356813939771,0.839
-0.486,0.6774431362691541,0.839
-0.484,0.6768511498408976,0.839
-0.482,0.6762597214985213,0.839
-0.48,0.6756688506321671,0.839
-0.478,0.6750785366328026,0.839
-0.476,0.6744887788922204,0.839
-0.474,0.6738995768030365,0.839
-0.472,0.6733109297586887,0.839
-0.47,0.6727228371534357,0.839
-0.468,0.6721352983823554,0.839
-0.466,0.6715483128413435,0.839
-0.464,0.670961879927112,0.839
-0.462,0.6703759990371883,0.839
-0.46,0.6697906695699131,0.839
-0.458,0.6692058909244399,0.839
-0.456,0.6686216625007332,0.839
-0.454,0.6680379836995662,0.839
-0.452,0.6674548539225221,0.839
-0.45,0.6668722725719889,0.839
-0.448,0.6662902390511615,0.839
-0.446,0.6657087527640385,0.839
-0.444,0.6651278131154228,0.839
-0.442,0.664547419510915,0.839
-0.44,0.663967571356921,0.839
-0.438,0.6633882680606384,0.839
-0.436,0.6628095090300727,0.839
-0.434,0.662231293674012,0.839
-0.432,0.6616536214020546,0.839
-0.43,0.6610764916245784,0.839
-0.428,0.6604999037527549,0.839
-0.426,0.6599238571985665,0.839
-0.424,0.6593483513747536,0.839
-0.422,0.6587733856948644,0.839
-0.42,0.6581989595732339,0.839
-0.418,0.6576250724249717,0.839
-0.416,0.6570517236659864,0.839
-0.414,0.6564789127129402,0.839
-0.412,0.6559066389833411,0.839
-0.41,0.6553349018953958,0.839
-0.408,0.6547637008681414,0.839
-0.406,0.6541930353213746,0.839
-0.404,0.653622904675649,0.839
